"Scientific Name","English Name.x","BirdNET","English Name.y","Species Code","Class (English)"
"Pellorneum rostratum","White-chested Babbler","Pellorneum rostratum_White-chested Babbler",NA,NA,NA
"Pellorneum ruficeps","Puff-throated Babbler","Pellorneum ruficeps_Puff-throated Babbler",NA,NA,NA
"Pellorneum tickelli","Buff-breasted Babbler","Pellorneum tickelli_Buff-breasted Babbler",NA,NA,NA
"Peltops montanus","Mountain Peltops","Peltops montanus_Mountain Peltops",NA,NA,NA
"Penelope albipennis","White-winged Guan","Penelope albipennis_White-winged Guan",NA,NA,NA
"Penelope argyrotis","Band-tailed Guan","Penelope argyrotis_Band-tailed Guan",NA,NA,NA
"Penelope barbata","Bearded Guan","Penelope barbata_Bearded Guan",NA,NA,NA
"Penelope dabbenei","Red-faced Guan","Penelope dabbenei_Red-faced Guan",NA,NA,NA
"Penelope jacquacu","Spix's Guan","Penelope jacquacu_Spix's Guan",NA,NA,NA
"Penelope marail","Marail Guan","Penelope marail_Marail Guan",NA,NA,NA
"Penelope montagnii","Andean Guan","Penelope montagnii_Andean Guan",NA,NA,NA
"Penelope obscura","Dusky-legged Guan","Penelope obscura_Dusky-legged Guan",NA,NA,NA
"Penelope perspicax","Cauca Guan","Penelope perspicax_Cauca Guan",NA,NA,NA
"Penelope purpurascens","Crested Guan","Penelope purpurascens_Crested Guan",NA,NA,NA
"Penelope superciliaris","Rusty-margined Guan","Penelope superciliaris_Rusty-margined Guan",NA,NA,NA
"Penelopides affinis","Mindanao Hornbill","Penelopides affinis_Mindanao Hornbill",NA,NA,NA
"Penelopina nigra","Highland Guan","Penelopina nigra_Highland Guan",NA,NA,NA
"Peneothello cyanus","Blue-gray Robin","Peneothello cyanus_Blue-gray Robin",NA,NA,NA
"Peneothello sigillata","White-winged Robin","Peneothello sigillata_White-winged Robin",NA,NA,NA
"Percnostola arenarum","Allpahuayo Antbird","Percnostola arenarum_Allpahuayo Antbird",NA,NA,NA
"Percnostola rufifrons","Black-headed Antbird","Percnostola rufifrons_Black-headed Antbird",NA,NA,NA
"Perdicula argoondah","Rock Bush-Quail","Perdicula argoondah_Rock Bush-Quail",NA,NA,NA
"Perdicula asiatica","Jungle Bush-Quail","Perdicula asiatica_Jungle Bush-Quail",NA,NA,NA
"Perdicula erythrorhyncha","Painted Bush-Quail","Perdicula erythrorhyncha_Painted Bush-Quail",NA,NA,NA
"Perdix perdix","Grey Partridge","Perdix perdix_Grey Partridge","Gray Partridge","B-GRPA","birds"
"Pericrocotus cantonensis","Brown-rumped Minivet","Pericrocotus cantonensis_Brown-rumped Minivet",NA,NA,NA
"Pericrocotus cinnamomeus","Small Minivet","Pericrocotus cinnamomeus_Small Minivet",NA,NA,NA
"Pericrocotus divaricatus","Ashy Minivet","Pericrocotus divaricatus_Ashy Minivet",NA,NA,NA
"Pericrocotus erythropygius","White-bellied Minivet","Pericrocotus erythropygius_White-bellied Minivet",NA,NA,NA
"Pericrocotus ethologus","Long-tailed Minivet","Pericrocotus ethologus_Long-tailed Minivet",NA,NA,NA
"Pericrocotus flammeus","Orange Minivet","Pericrocotus flammeus_Orange Minivet",NA,NA,NA
"Pericrocotus solaris","Grey-chinned Minivet","Pericrocotus solaris_Grey-chinned Minivet",NA,NA,NA
"Pericrocotus speciosus","Scarlet Minivet","Pericrocotus speciosus_Scarlet Minivet",NA,NA,NA
"Pericrocotus tegimae","Ryukyu Minivet","Pericrocotus tegimae_Ryukyu Minivet",NA,NA,NA
"Periparus ater","Coal Tit","Periparus ater_Coal Tit",NA,NA,NA
"Periparus elegans","Elegant Tit","Periparus elegans_Elegant Tit",NA,NA,NA
"Periparus rubidiventris","Rufous-vented Tit","Periparus rubidiventris_Rufous-vented Tit",NA,NA,NA
"Periparus rufonuchalis","Rufous-naped Tit","Periparus rufonuchalis_Rufous-naped Tit",NA,NA,NA
"Periparus venustulus","Yellow-bellied Tit","Periparus venustulus_Yellow-bellied Tit",NA,NA,NA
"Periporphyrus erythromelas","Red-and-black Grosbeak","Periporphyrus erythromelas_Red-and-black Grosbeak",NA,NA,NA
"Perisoreus canadensis","Canada Jay","Perisoreus canadensis_Canada Jay","Canada Jay","B-GRJA","birds"
"Perisoreus infaustus","Siberian Jay","Perisoreus infaustus_Siberian Jay",NA,NA,NA
"Perissocephalus tricolor","Capuchinbird","Perissocephalus tricolor_Capuchinbird",NA,NA,NA
"Pernis apivorus","European Honey-buzzard","Pernis apivorus_European Honey-buzzard",NA,NA,NA
"Pernis ptilorhynchus","Crested Honey-buzzard","Pernis ptilorhynchus_Crested Honey-buzzard",NA,NA,NA
"Petrochelidon ariel","Fairy Martin","Petrochelidon ariel_Fairy Martin",NA,NA,NA
"Petrochelidon fluvicola","Streak-throated Swallow","Petrochelidon fluvicola_Streak-throated Swallow",NA,NA,NA
"Petrochelidon fulva","Cave Swallow","Petrochelidon fulva_Cave Swallow","Cave Swallow","B-CASW","birds"
"Petrochelidon nigricans","Tree Martin","Petrochelidon nigricans_Tree Martin",NA,NA,NA
"Petrochelidon pyrrhonota","Cliff Swallow","Petrochelidon pyrrhonota_Cliff Swallow","Cliff Swallow","B-CLSW","birds"
"Petrochelidon spilodera","South African Swallow","Petrochelidon spilodera_South African Swallow",NA,NA,NA
"Petroica australis","South Island Robin","Petroica australis_South Island Robin",NA,NA,NA
"Petroica boodang","Scarlet Robin","Petroica boodang_Scarlet Robin",NA,NA,NA
"Petroica goodenovii","Red-capped Robin","Petroica goodenovii_Red-capped Robin",NA,NA,NA
"Petroica longipes","North Island Robin","Petroica longipes_North Island Robin",NA,NA,NA
"Petroica macrocephala","Tomtit","Petroica macrocephala_Tomtit",NA,NA,NA
"Petroica phoenicea","Flame Robin","Petroica phoenicea_Flame Robin",NA,NA,NA
"Petroica pusilla","Pacific Robin","Petroica pusilla_Pacific Robin",NA,NA,NA
"Petroica rodinogaster","Pink Robin","Petroica rodinogaster_Pink Robin",NA,NA,NA
"Petroica rosea","Rose Robin","Petroica rosea_Rose Robin",NA,NA,NA
"Petronia petronia","Rock Sparrow","Petronia petronia_Rock Sparrow",NA,NA,NA
"Peucaea aestivalis","Bachman's Sparrow","Peucaea aestivalis_Bachman's Sparrow",NA,NA,NA
"Peucaea botterii","Botteri's Sparrow","Peucaea botterii_Botteri's Sparrow",NA,NA,NA
"Peucaea carpalis","Rufous-winged Sparrow","Peucaea carpalis_Rufous-winged Sparrow",NA,NA,NA
"Peucaea cassinii","Cassin's Sparrow","Peucaea cassinii_Cassin's Sparrow",NA,NA,NA
"Peucaea humeralis","Black-chested Sparrow","Peucaea humeralis_Black-chested Sparrow",NA,NA,NA
"Peucaea mystacalis","Bridled Sparrow","Peucaea mystacalis_Bridled Sparrow",NA,NA,NA
"Peucaea ruficauda","Stripe-headed Sparrow","Peucaea ruficauda_Stripe-headed Sparrow",NA,NA,NA
"Peucaea sumichrasti","Cinnamon-tailed Sparrow","Peucaea sumichrasti_Cinnamon-tailed Sparrow",NA,NA,NA
"Peucedramus taeniatus","Olive Warbler","Peucedramus taeniatus_Olive Warbler",NA,NA,NA
"Pezopetes capitalis","Large-footed Finch","Pezopetes capitalis_Large-footed Finch",NA,NA,NA
"Pezoporus wallicus","Ground Parrot","Pezoporus wallicus_Ground Parrot",NA,NA,NA
"Phacellodomus dorsalis","Chestnut-backed Thornbird","Phacellodomus dorsalis_Chestnut-backed Thornbird",NA,NA,NA
"Phacellodomus erythrophthalmus","Orange-eyed Thornbird","Phacellodomus erythrophthalmus_Orange-eyed Thornbird",NA,NA,NA
"Phacellodomus ferrugineigula","Orange-breasted Thornbird","Phacellodomus ferrugineigula_Orange-breasted Thornbird",NA,NA,NA
"Phacellodomus maculipectus","Spot-breasted Thornbird","Phacellodomus maculipectus_Spot-breasted Thornbird",NA,NA,NA
"Phacellodomus ruber","Greater Thornbird","Phacellodomus ruber_Greater Thornbird",NA,NA,NA
"Phacellodomus rufifrons","Rufous-fronted Thornbird","Phacellodomus rufifrons_Rufous-fronted Thornbird",NA,NA,NA
"Phacellodomus sibilatrix","Little Thornbird","Phacellodomus sibilatrix_Little Thornbird",NA,NA,NA
"Phacellodomus striaticeps","Streak-fronted Thornbird","Phacellodomus striaticeps_Streak-fronted Thornbird",NA,NA,NA
"Phacellodomus striaticollis","Freckle-breasted Thornbird","Phacellodomus striaticollis_Freckle-breasted Thornbird",NA,NA,NA
"Phaenicophaeus sumatranus","Chestnut-bellied Malkoha","Phaenicophaeus sumatranus_Chestnut-bellied Malkoha",NA,NA,NA
"Phaenicophaeus tristis","Green-billed Malkoha","Phaenicophaeus tristis_Green-billed Malkoha",NA,NA,NA
"Phaenicophaeus viridirostris","Blue-faced Malkoha","Phaenicophaeus viridirostris_Blue-faced Malkoha",NA,NA,NA
"Phaenicophilus palmarum","Black-crowned Palm-Tanager","Phaenicophilus palmarum_Black-crowned Palm-Tanager",NA,NA,NA
"Phaenostictus mcleannani","Ocellated Antbird","Phaenostictus mcleannani_Ocellated Antbird",NA,NA,NA
"Phaeochroa cuvierii","Scaly-breasted Hummingbird","Phaeochroa cuvierii_Scaly-breasted Hummingbird",NA,NA,NA
"Phaeomyias murina","Mouse-colored Tyrannulet","Phaeomyias murina_Mouse-colored Tyrannulet",NA,NA,NA
"Phaethon aethereus","Red-billed Tropicbird","Phaethon aethereus_Red-billed Tropicbird",NA,NA,NA
"Phaethon lepturus","White-tailed Tropicbird","Phaethon lepturus_White-tailed Tropicbird",NA,NA,NA
"Phaethon rubricauda","Red-tailed Tropicbird","Phaethon rubricauda_Red-tailed Tropicbird","Red-tailed Tropicbird","B-RTTR","birds"
"Phaethornis atrimentalis","Black-throated Hermit","Phaethornis atrimentalis_Black-throated Hermit",NA,NA,NA
"Phaethornis bourcieri","Straight-billed Hermit","Phaethornis bourcieri_Straight-billed Hermit",NA,NA,NA
"Phaethornis eurynome","Scale-throated Hermit","Phaethornis eurynome_Scale-throated Hermit",NA,NA,NA
"Phaethornis griseogularis","Grey-chinned Hermit","Phaethornis griseogularis_Grey-chinned Hermit",NA,NA,NA
"Phaethornis guy","Green Hermit","Phaethornis guy_Green Hermit",NA,NA,NA
"Phaethornis hispidus","White-bearded Hermit","Phaethornis hispidus_White-bearded Hermit",NA,NA,NA
"Phaethornis longirostris","Long-billed Hermit","Phaethornis longirostris_Long-billed Hermit",NA,NA,NA
"Phaethornis longuemareus","Little Hermit","Phaethornis longuemareus_Little Hermit",NA,NA,NA
"Phaethornis malaris","Great-billed Hermit","Phaethornis malaris_Great-billed Hermit",NA,NA,NA
"Phaethornis nattereri","Cinnamon-throated Hermit","Phaethornis nattereri_Cinnamon-throated Hermit",NA,NA,NA
"Phaethornis pretrei","Planalto Hermit","Phaethornis pretrei_Planalto Hermit",NA,NA,NA
"Phaethornis ruber","Reddish Hermit","Phaethornis ruber_Reddish Hermit",NA,NA,NA
"Phaethornis rupurumii","Streak-throated Hermit","Phaethornis rupurumii_Streak-throated Hermit",NA,NA,NA
"Phaethornis squalidus","Dusky-throated Hermit","Phaethornis squalidus_Dusky-throated Hermit",NA,NA,NA
"Phaethornis striigularis","Stripe-throated Hermit","Phaethornis striigularis_Stripe-throated Hermit",NA,NA,NA
"Phaethornis superciliosus","Long-tailed Hermit","Phaethornis superciliosus_Long-tailed Hermit",NA,NA,NA
"Phaethornis syrmatophorus","Tawny-bellied Hermit","Phaethornis syrmatophorus_Tawny-bellied Hermit",NA,NA,NA
"Phaethornis yaruqui","White-whiskered Hermit","Phaethornis yaruqui_White-whiskered Hermit",NA,NA,NA
"Phaetusa simplex","Large-billed Tern","Phaetusa simplex_Large-billed Tern",NA,NA,NA
"Phainopepla nitens","Phainopepla","Phainopepla nitens_Phainopepla",NA,NA,NA
"Phalacrocorax carbo","Great Cormorant","Phalacrocorax carbo_Great Cormorant",NA,NA,NA
"Phalaenoptilus nuttallii","Common Poorwill","Phalaenoptilus nuttallii_Common Poorwill","Common Poorwill","B-COPO","birds"
"Phalaropus fulicarius","Grey Phalarope","Phalaropus fulicarius_Grey Phalarope","Red Phalarope","B-REPH","birds"
"Phalaropus lobatus","Red-necked Phalarope","Phalaropus lobatus_Red-necked Phalarope","Red-necked Phalarope","B-RNPL","birds"
"Phalaropus tricolor","Wilson's Phalarope","Phalaropus tricolor_Wilson's Phalarope","Wilson's Phalarope","B-WIPH","birds"
"Phapitreron amethystinus","Amethyst Brown-Dove","Phapitreron amethystinus_Amethyst Brown-Dove",NA,NA,NA
"Phapitreron leucotis","White-eared Brown-Dove","Phapitreron leucotis_White-eared Brown-Dove",NA,NA,NA
"Phaps chalcoptera","Common Bronzewing","Phaps chalcoptera_Common Bronzewing",NA,NA,NA
"Phaps elegans","Brush Bronzewing","Phaps elegans_Brush Bronzewing",NA,NA,NA
"Pharomachrus antisianus","Crested Quetzal","Pharomachrus antisianus_Crested Quetzal",NA,NA,NA
"Pharomachrus auriceps","Golden-headed Quetzal","Pharomachrus auriceps_Golden-headed Quetzal",NA,NA,NA
"Pharomachrus fulgidus","White-tipped Quetzal","Pharomachrus fulgidus_White-tipped Quetzal",NA,NA,NA
"Pharomachrus mocinno","Resplendent Quetzal","Pharomachrus mocinno_Resplendent Quetzal",NA,NA,NA
"Pharomachrus pavoninus","Pavonine Quetzal","Pharomachrus pavoninus_Pavonine Quetzal",NA,NA,NA
"Phasianus colchicus","Common Pheasant","Phasianus colchicus_Common Pheasant","Ring-necked Pheasant","B-RNPH","birds"
"Phedina borbonica","Mascarene Martin","Phedina borbonica_Mascarene Martin",NA,NA,NA
"Phegornis mitchellii","Diademed Sandpiper-Plover","Phegornis mitchellii_Diademed Sandpiper-Plover",NA,NA,NA
"Phelpsia inornata","White-bearded Flycatcher","Phelpsia inornata_White-bearded Flycatcher",NA,NA,NA
"Pheucticus aureoventris","Black-backed Grosbeak","Pheucticus aureoventris_Black-backed Grosbeak",NA,NA,NA
"Pheucticus chrysogaster","Golden Grosbeak","Pheucticus chrysogaster_Golden Grosbeak",NA,NA,NA
"Pheucticus chrysopeplus","Yellow Grosbeak","Pheucticus chrysopeplus_Yellow Grosbeak",NA,NA,NA
"Pheucticus ludovicianus","Rose-breasted Grosbeak","Pheucticus ludovicianus_Rose-breasted Grosbeak","Rose-breasted Grosbeak","B-RBGR","birds"
"Pheucticus melanocephalus","Black-headed Grosbeak","Pheucticus melanocephalus_Black-headed Grosbeak","Black-headed Grosbeak","B-BHGR","birds"
"Pheucticus tibialis","Black-thighed Grosbeak","Pheucticus tibialis_Black-thighed Grosbeak",NA,NA,NA
"Pheugopedius atrogularis","Black-throated Wren","Pheugopedius atrogularis_Black-throated Wren",NA,NA,NA
"Pheugopedius coraya","Coraya Wren","Pheugopedius coraya_Coraya Wren",NA,NA,NA
"Pheugopedius eisenmanni","Inca Wren","Pheugopedius eisenmanni_Inca Wren",NA,NA,NA
"Pheugopedius euophrys","Plain-tailed Wren","Pheugopedius euophrys_Plain-tailed Wren",NA,NA,NA
"Pheugopedius fasciatoventris","Black-bellied Wren","Pheugopedius fasciatoventris_Black-bellied Wren",NA,NA,NA
"Pheugopedius felix","Happy Wren","Pheugopedius felix_Happy Wren",NA,NA,NA
"Pheugopedius genibarbis","Moustached Wren","Pheugopedius genibarbis_Moustached Wren",NA,NA,NA
"Pheugopedius maculipectus","Spot-breasted Wren","Pheugopedius maculipectus_Spot-breasted Wren",NA,NA,NA
"Pheugopedius mystacalis","Whiskered Wren","Pheugopedius mystacalis_Whiskered Wren",NA,NA,NA
"Pheugopedius rutilus","Rufous-breasted Wren","Pheugopedius rutilus_Rufous-breasted Wren",NA,NA,NA
"Pheugopedius sclateri","Speckle-breasted Wren","Pheugopedius sclateri_Speckle-breasted Wren",NA,NA,NA
"Pheugopedius spadix","Sooty-headed Wren","Pheugopedius spadix_Sooty-headed Wren",NA,NA,NA
"Philemon buceroides","Helmeted Friarbird","Philemon buceroides_Helmeted Friarbird",NA,NA,NA
"Philemon citreogularis","Little Friarbird","Philemon citreogularis_Little Friarbird",NA,NA,NA
"Philemon corniculatus","Noisy Friarbird","Philemon corniculatus_Noisy Friarbird",NA,NA,NA
"Philentoma pyrhoptera","Rufous-winged Philentoma","Philentoma pyrhoptera_Rufous-winged Philentoma",NA,NA,NA
"Philentoma velata","Maroon-breasted Philentoma","Philentoma velata_Maroon-breasted Philentoma",NA,NA,NA
"Philepitta schlegeli","Schlegel's Asity","Philepitta schlegeli_Schlegel's Asity",NA,NA,NA
"Philesturnus rufusater","North Island Saddleback","Philesturnus rufusater_North Island Saddleback",NA,NA,NA
"Philetairus socius","Sociable Weaver","Philetairus socius_Sociable Weaver",NA,NA,NA
"Philortyx fasciatus","Banded Quail","Philortyx fasciatus_Banded Quail",NA,NA,NA
"Philydor atricapillus","Black-capped Foliage-gleaner","Philydor atricapillus_Black-capped Foliage-gleaner",NA,NA,NA
"Philydor erythrocercum","Rufous-rumped Foliage-gleaner","Philydor erythrocercum_Rufous-rumped Foliage-gleaner",NA,NA,NA
"Philydor fuscipenne","Slaty-winged Foliage-gleaner","Philydor fuscipenne_Slaty-winged Foliage-gleaner",NA,NA,NA
"Philydor pyrrhodes","Cinnamon-rumped Foliage-gleaner","Philydor pyrrhodes_Cinnamon-rumped Foliage-gleaner",NA,NA,NA
"Phimosus infuscatus","Bare-faced Ibis","Phimosus infuscatus_Bare-faced Ibis",NA,NA,NA
"Phlegopsis erythroptera","Reddish-winged Bare-eye","Phlegopsis erythroptera_Reddish-winged Bare-eye",NA,NA,NA
"Phlegopsis nigromaculata","Black-spotted Bare-eye","Phlegopsis nigromaculata_Black-spotted Bare-eye",NA,NA,NA
"Phleocryptes melanops","Wren-like Rushbird","Phleocryptes melanops_Wren-like Rushbird",NA,NA,NA
"Phlogophilus hemileucurus","Ecuadorian Piedtail","Phlogophilus hemileucurus_Ecuadorian Piedtail",NA,NA,NA
"Phodilus assimilis","Sri Lanka Bay-Owl","Phodilus assimilis_Sri Lanka Bay-Owl",NA,NA,NA
"Phodilus badius","Oriental Bay-Owl","Phodilus badius_Oriental Bay-Owl",NA,NA,NA
"Phoebastria immutabilis","Laysan Albatross","Phoebastria immutabilis_Laysan Albatross","Laysan Albatross","B-LAAL","birds"
"Phoebastria nigripes","Black-footed Albatross","Phoebastria nigripes_Black-footed Albatross","Black-footed Albatross","B-BFAL","birds"
"Phoenicircus carnifex","Guianan Red-Cotinga","Phoenicircus carnifex_Guianan Red-Cotinga",NA,NA,NA
"Phoenicircus nigricollis","Black-necked Red-Cotinga","Phoenicircus nigricollis_Black-necked Red-Cotinga",NA,NA,NA
"Phoeniconaias minor","Lesser Flamingo","Phoeniconaias minor_Lesser Flamingo",NA,NA,NA
"Phoenicoparrus andinus","Andean Flamingo","Phoenicoparrus andinus_Andean Flamingo",NA,NA,NA
"Phoenicoparrus jamesi","James's Flamingo","Phoenicoparrus jamesi_James's Flamingo",NA,NA,NA
"Phoenicopterus chilensis","Chilean Flamingo","Phoenicopterus chilensis_Chilean Flamingo",NA,NA,NA
"Phoenicopterus roseus","Greater Flamingo","Phoenicopterus roseus_Greater Flamingo",NA,NA,NA
"Phoenicopterus ruber","American Flamingo","Phoenicopterus ruber_American Flamingo",NA,NA,NA
"Phoeniculus bollei","White-headed Woodhoopoe","Phoeniculus bollei_White-headed Woodhoopoe",NA,NA,NA
"Phoeniculus purpureus","Green Woodhoopoe","Phoeniculus purpureus_Green Woodhoopoe",NA,NA,NA
"Phoenicurus auroreus","Daurian Redstart","Phoenicurus auroreus_Daurian Redstart",NA,NA,NA
"Phoenicurus frontalis","Blue-fronted Redstart","Phoenicurus frontalis_Blue-fronted Redstart",NA,NA,NA
"Phoenicurus fuliginosus","Plumbeous Redstart","Phoenicurus fuliginosus_Plumbeous Redstart",NA,NA,NA
"Phoenicurus hodgsoni","Hodgson's Redstart","Phoenicurus hodgsoni_Hodgson's Redstart",NA,NA,NA
"Phoenicurus leucocephalus","White-capped Redstart","Phoenicurus leucocephalus_White-capped Redstart",NA,NA,NA
"Phoenicurus moussieri","Moussier's Redstart","Phoenicurus moussieri_Moussier's Redstart",NA,NA,NA
"Phoenicurus ochruros","Black Redstart","Phoenicurus ochruros_Black Redstart",NA,NA,NA
"Phoenicurus phoenicurus","Common Redstart","Phoenicurus phoenicurus_Common Redstart",NA,NA,NA
"Pholia sharpii","Sharpe's Starling","Pholia sharpii_Sharpe's Starling",NA,NA,NA
"Phonygammus keraudrenii","Trumpet Manucode","Phonygammus keraudrenii_Trumpet Manucode",NA,NA,NA
"Phragmacia substriata","Namaqua Warbler","Phragmacia substriata_Namaqua Warbler",NA,NA,NA
"Phrygilus atriceps","Black-hooded Sierra Finch","Phrygilus atriceps_Black-hooded Sierra Finch",NA,NA,NA
"Phrygilus gayi","Grey-hooded Sierra Finch","Phrygilus gayi_Grey-hooded Sierra Finch",NA,NA,NA
"Phrygilus patagonicus","Patagonian Sierra Finch","Phrygilus patagonicus_Patagonian Sierra Finch",NA,NA,NA
"Phylidonyris niger","White-cheeked Honeyeater","Phylidonyris niger_White-cheeked Honeyeater",NA,NA,NA
"Phylidonyris novaehollandiae","New Holland Honeyeater","Phylidonyris novaehollandiae_New Holland Honeyeater",NA,NA,NA
"Phylidonyris pyrrhopterus","Crescent Honeyeater","Phylidonyris pyrrhopterus_Crescent Honeyeater",NA,NA,NA
"Phyllastrephus cabanisi","Cabanis's Greenbul","Phyllastrephus cabanisi_Cabanis's Greenbul",NA,NA,NA
"Phyllastrephus cerviniventris","Grey-olive Greenbul","Phyllastrephus cerviniventris_Grey-olive Greenbul",NA,NA,NA
"Phyllastrephus fischeri","Fischer's Greenbul","Phyllastrephus fischeri_Fischer's Greenbul",NA,NA,NA
"Phyllastrephus flavostriatus","Yellow-streaked Greenbul","Phyllastrephus flavostriatus_Yellow-streaked Greenbul",NA,NA,NA
"Phyllastrephus strepitans","Northern Brownbul","Phyllastrephus strepitans_Northern Brownbul",NA,NA,NA
"Phyllastrephus terrestris","Terrestrial Brownbul","Phyllastrephus terrestris_Terrestrial Brownbul",NA,NA,NA
"Phyllergates cucullatus","Mountain Tailorbird","Phyllergates cucullatus_Mountain Tailorbird",NA,NA,NA
"Phyllergates heterolaemus","Rufous-headed Tailorbird","Phyllergates heterolaemus_Rufous-headed Tailorbird",NA,NA,NA
"Phyllolais pulchella","Buff-bellied Warbler","Phyllolais pulchella_Buff-bellied Warbler",NA,NA,NA
"Phyllomyias burmeisteri","Rough-legged Tyrannulet","Phyllomyias burmeisteri_Rough-legged Tyrannulet",NA,NA,NA
"Phyllomyias cinereiceps","Ashy-headed Tyrannulet","Phyllomyias cinereiceps_Ashy-headed Tyrannulet",NA,NA,NA
